ABCA12,HTM,Down,14637,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0042,25881239
ABCA12,HTM,Down,14637,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0042,25881239
ABCA12,HTM,Down,14637,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0042,25881239
ABCA12,HTM,Down,14637,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0042,31709178
ABCA12,HTM,Up,14637,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0042,34680485
ABCA12,HTM,Down,14637,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0042,31709178
ABCA4,HTM,Down,34,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0021,31709178
ABCA4,HTM,Down,34,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0021,34680485
ABCA4,HTM,Down,34,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0021,31709178
ABCA5,HTM,Down,35,Hepatic Cancer,Carcinoma,Hep3B,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABCA5,HTM,Down,35,Hepatic Cancer,Carcinoma,Huh7,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABCA7,HTM,Up,37,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0011,34680485
ABCA9,HTM,Down,39,Hepatic Cancer,Carcinoma,Hep3B,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABCA9,HTM,Down,39,Hepatic Cancer,Carcinoma,Huh7,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABCA9-AS1,HTM,Down,39983,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H292,NA,SFA followed by Transcriptomics,0.04,0.0011,34059086
ABCB1,HTM,Up,40,Hepatic Cancer,Carcinoma,Huh7,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0604,21618577
ABCB1,HTM,Up,40,Hepatic Cancer,Carcinoma,KMCH-1,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0604,21618577
ABCB1,HTM,Up,40,Dukes Type C Colon Cancer,Adenocarcinoma,SW620,NA,FACs for CSC marker and CFA followed by Transcriptomics,0.04,0.0604,22954703
ABCB1,HTM,Up,40,Hepatic Cancer,NA,WRL68,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0604,21618577
ABCB1,HTM,Up,40,Colon Cancer,NA,Primary,NA,SFA followed by Proteomics,0.28,0.0604,21788403
ABCB6,HTM,Up,47,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0011,34680485
ABCC1,HTM,Up,51,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.28,0.0212,25881239
ABCC10,HTM,Down,52,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0011,34059086
ABCC2,HTM,Up,53,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0106,25881239
ABCC2,HTM,Up,53,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0106,25881239
ABCC2,HTM,Up,53,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SP assay followed by Gene ChIP analysis,0.04,0.0106,18423378
ABCC2,HTM,Up,53,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0106,31709178
ABCC2,HTM,Up,53,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.2,0.0106,34680485
ABCC2,HTM,Up,53,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0106,31709178
ABCC3,HTM,Up,54,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0042,25881239
ABCC3,HTM,Up,54,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0042,25881239
ABCC3,HTM,Up,54,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0042,34680485
ABCC3,HTM,Down,54,Skin Cancer,NA,Primary,NA,SP assay and CFA followed by Transcriptomics,0.12,0.0042,24098529
ABCC4,HTM,Up,55,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0042,25881239
ABCC4,HTM,Up,55,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0042,25881239
ABCC4,HTM,Up,55,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0042,34680485
ABCC5,HTM,Up,56,Non Small Cell Lung Cancer,Carcinoma,H1299,NA,SFA followed by Transcriptomics,0.04,0.0053,23820871
ABCC5,HTM,Up,56,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0053,34680485
ABCC6P1,HTM,Down,33352,Hepatic Cancer,Carcinoma,Hep3B,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABCC6P1,HTM,Down,33352,Hepatic Cancer,Carcinoma,Huh7,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABCC8,HTM,Up,59,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0011,34680485
ABCC9,HTM,Up,60,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0021,31709178
ABCC9,HTM,Up,60,Pancreatic Cancer,Carcinoma,PK59,NA,SFA followed by Transcriptomics,0.04,0.0021,34414448
ABCE1,HTM,Down,69,Bladder Cancer,Transitional Cell Carcinoma,SW780,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0011,29340052
ABCF2,HTM,Down,71,Gastric Cancer,Carcinoma,NCI-N87,NA,SFA followed by Transcriptomics,0.04,0.0011,30696080
ABCF2,HTM,Down,71,Gastric Cancer,Carcinoma,NCI-N87,NA,SFA followed by Transcriptomics,0.04,0.0011,30696080
ABCF2,HTM,Down,71,Gastric Cancer,Carcinoma,NCI-N87,NA,SFA followed by Transcriptomics,0.04,0.0011,30696080
ABCF2,HTM,Down,71,Gastric Cancer,Carcinoma,NCI-N87,NA,SFA followed by Transcriptomics,0.04,0.0011,30696080
ABCF2,HTM,Down,71,Gastric Cancer,Adenocarcinoma,SNU484,NA,SFA followed by Transcriptomics,0.04,0.0011,30696080
ABCF2,HTM,Down,71,Gastric Cancer,Adenocarcinoma,SNU484,NA,SFA followed by Transcriptomics,0.04,0.0011,30696080
ABCF2,HTM,Down,71,Gastric Cancer,Adenocarcinoma,SNU484,NA,SFA followed by Transcriptomics,0.04,0.0011,30696080
ABCF2,HTM,Down,71,Gastric Cancer,Adenocarcinoma,SNU484,NA,SFA followed by Transcriptomics,0.04,0.0011,30696080
ABCG1,HTM,Up,73,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA and FACs for CSC marker followed by Transcriptomics,0.04,0.0032,35229723
ABCG1,HTM,Down,73,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0032,34059086
ABCG1,HTM,Up,73,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0032,34680485
ABCG2,HTM,Up,74,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.48,0.1739,25881239
ABCG2,HTM,Up,74,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.48,0.1739,25881239
ABCG2,HTM,Up,74,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SP assay followed by Gene ChIP analysis,0.48,0.1739,18423378
ABCG2,HTM,Up,74,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SP assay followed by Transcriptomics,0.48,0.1739,18034892
ABCG2,HTM,Up,74,Small Cell Lung Cancer,Carcinoma,H146,NA,SP assay and FACs for CSC marker followed by Transcriptomics,0.12,0.1739,20424609
ABCG2,HTM,Up,74,Luminal A Breast Cancer,Adenocarcinoma,MCF7,Docetaxel,Transcriptomics followed by qRT-PCR,0.48,0.1739,31289135
ABHD11,HTM,Down,16407,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0021,31709178
ABHD11,HTM,Up,16407,Pancreatic Cancer,Carcinoma,MIA-PaCa-2,NA,SFA followed by Proteomics,0.08,0.0021,34168259
ABHD14B,HTM,Up,28235,Pancreatic Cancer,Adenosquamous Cell Carcinoma,L3.6pl,NA,SFA followed by Proteomics,0.08,0.0011,32503348
ABHD14B,HTM,Up,28235,Pancreatic Cancer,Adenosquamous Cell Carcinoma,L3.6sl,NA,SFA followed by Proteomics,0.08,0.0011,32503348
ABHD17B,HTM,Up,24278,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SP assay and CFA followed by Transcriptomics,0.04,0.0011,17911267
ABHD17C,HTM,Up,26925,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0021,34680485
ABHD17C,HTM,Up,26925,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0021,31501409
ABHD2,HTM,Down,18717,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0011,34680485
ABHD3,HTM,Down,18718,Hepatic Cancer,Carcinoma,Hep3B,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABHD3,HTM,Down,18718,Hepatic Cancer,Carcinoma,Huh7,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABHD4,HTM,Up,20154,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0021,25881239
ABHD4,HTM,Down,20154,Skin Cancer,NA,Primary,NA,SP assay and CFA followed by Transcriptomics,0.12,0.0021,24098529
ABHD5,HTM,Down,21396,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ABHD6,HTM,Up,21398,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0011,34680485
ABHD8,HTM,Up,23759,Hepatic Cancer,Carcinoma,Huh7,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0011,21618577
ABHD8,HTM,Up,23759,Hepatic Cancer,Carcinoma,KMCH-1,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0011,21618577
ABHD8,HTM,Up,23759,Hepatic Cancer,NA,WRL68,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0011,21618577
ABI1,HTM,Up,11320,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SP assay and CFA followed by Transcriptomics,0.04,0.0021,17911267
ABI1,HTM,Up,11320,Colon Cancer,NA,Primary,NA,FACs for CSC marker followed by Transcriptomics,0.12,0.0021,20530554
ABI2,HTM,Down,24011,Dukes Type C Colon Cancer,Adenocarcinoma,SW620,NA,FACs for CSC marker and CFA followed by Transcriptomics,0.04,0.0011,22954703
ABI3BP,HTM,Up,17265,Non Small Cell Lung Cancer,Carcinoma,EBC-1,PHA-665752,SFA followed by Transcriptomics,0.04,0.0021,26351321
ABI3BP,HTM,Up,17265,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0021,31709178
ABLIM1,HTM,Up,78,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ABLIM2,HTM,Down,19195,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0011,31709178
ABLIM3,HTM,Down,29132,Hepatic Cancer,Carcinoma,Hep3B,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABLIM3,HTM,Down,29132,Hepatic Cancer,Carcinoma,Huh7,NA,SFA followed by Transcriptomics,0.04,0.0011,26259570
ABR,HTM,Down,81,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ABRACL,HTM,Down,21230,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0021,25881239
ABRACL,HTM,Down,21230,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0021,31709178
ABRAXAS1,HTM,Down,25829,Dukes Type C Colon Cancer,Adenocarcinoma,SW620,NA,FACs for CSC marker and CFA followed by Transcriptomics,0.04,0.0011,22954703
ABTB2,HTM,Down,23842,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0021,34059086
ABTB2,HTM,Down,23842,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0021,31501409
AC013444,HTM,Up,6469,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0011,31501409
AC068538,HTM,Up,28860,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0011,31501409
AC073069,HTM,Up,7506,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0011,31501409
AC073621,HTM,Up,15828,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0011,31501409
ACAA1,HTM,Down,82,Pancreatic Cancer,Ductal Adenocarcinoma,MIA-PaCa-44,NA,SFA followed by Proteomics,0.08,0.0021,34168259
ACAA1,HTM,Up,82,Colon Cancer,NA,Primary,NA,SFA followed by Proteomics,0.16,0.0021,21788403
ACAA2,HTM,Up,83,Pancreatic Cancer,Carcinoma,MIA-PaCa-2,NA,SFA followed by Proteomics,0.08,0.0011,34168259
ACACA,HTM,Down,84,Dukes Type C Colon Cancer,Adenocarcinoma,SW620,NA,FACs for CSC marker and CFA followed by Transcriptomics,0.04,0.0011,22954703
ACACB,HTM,Up,85,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0011,34680485
ACAD10,HTM,Down,21597,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0011,31501409
ACADM,HTM,Up,89,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0011,31501409
ACADSB,HTM,Up,91,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0021,25881239
ACADSB,HTM,Up,91,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0021,25881239
ACADSB,HTM,Down,91,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0021,31501409
ACADVL,HTM,Up,92,Pancreatic Cancer,Carcinoma,MIA-PaCa-2,NA,SFA followed by Proteomics,0.08,0.0011,34168259
ACAN,HTM,NA,319,Colon Cancer,Adenocarcinoma,HT-29,NA,SFA followed by PCR array assay,0.04,0.0011,20630067
ACAP2,HTM,Up,16469,Colon Cancer,NA,Primary,NA,FACs for CSC marker followed by Transcriptomics,0.12,0.0011,20530554
ACAT1,HTM,Up,93,Pancreatic Cancer,Carcinoma,MIA-PaCa-2,NA,SFA followed by Proteomics,0.08,0.0021,34168259
ACAT1,HTM,Down,93,Pancreatic Cancer,Carcinoma,PANC-1,NA,SFA followed by Proteomics,0.08,0.0021,27746256
ACAT2,HTM,Down,94,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0032,25881239
ACAT2,HTM,Down,94,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0032,25881239
ACAT2,HTM,Down,94,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0032,25881239
ACAT2,HTM,Up,94,Pancreatic Cancer,Adenosquamous Cell Carcinoma,L3.6pl,NA,SFA followed by Proteomics,0.08,0.0032,32503348
ACAT2,HTM,Up,94,Pancreatic Cancer,Adenosquamous Cell Carcinoma,L3.6sl,NA,SFA followed by Proteomics,0.08,0.0032,32503348
ACBD3,HTM,Up,15453,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0032,31501409
ACBD3,HTM,Up,15453,Colon Cancer,NA,Primary,NA,SFA followed by Proteomics,0.16,0.0032,21788403
ACBD5,HTM,Up,23338,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ACCS,HTM,Down,23989,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0011,34059086
ACE,HTM,Up,2707,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0021,34680485
ACE,HTM,Down,2707,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0021,31709178
ACE2,HTM,Down,13557,Triple Negative Breast Cancer,Ductal Carcinoma,HCC1937,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0011,31709178
ACE2,HTM,Down,13557,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0011,31709178
ACER3,HTM,Down,16066,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ACHE,HTM,Up,108,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0011,34680485
ACKR3,HTM,Down,23692,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA and FACs for CSC marker followed by Transcriptomics ,0.04,0.0011,34680485
ACLY,HTM,Up,115,Pancreatic Cancer,Carcinoma,PANC-1,NA,SFA followed by Proteomics,0.08,0.0011,27746256
ACO1,HTM,Down,117,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ACO2,HTM,Down,118,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0042,34059086
ACO2,HTM,Up,118,Pancreatic Cancer,Adenosquamous Cell Carcinoma,L3.6pl,NA,SFA followed by Proteomics,0.08,0.0042,32503348
ACO2,HTM,Up,118,Pancreatic Cancer,Adenosquamous Cell Carcinoma,L3.6sl,NA,SFA followed by Proteomics,0.08,0.0042,32503348
ACO2,HTM,Up,118,Pancreatic Cancer,Carcinoma,MIA-PaCa-2,NA,SFA followed by Proteomics,0.08,0.0042,34168259
ACO2,HTM,Up,118,Pancreatic Cancer,Ductal Adenocarcinoma,PC1J,NA,SFA followed by Proteomics,0.08,0.0042,34168259
ACO2,HTM,Up,118,Colon Cancer,NA,Primary,NA,SFA followed by Proteomics,0.16,0.0042,21788403
ACOT11,HTM,Up,18156,Hepatic Cancer,Carcinoma,Huh7,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0021,21618577
ACOT11,HTM,Up,18156,Hepatic Cancer,Carcinoma,KMCH-1,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0021,21618577
ACOT11,HTM,Down,18156,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0021,31709178
ACOT11,HTM,Up,18156,Hepatic Cancer,NA,WRL68,Zebularine,SP assay followed by SFA and Transcriptomics,0.04,0.0021,21618577
ACOT13,HTM,Up,20999,Pancreatic Cancer,Carcinoma,MIA-PaCa-2,NA,SFA followed by Proteomics,0.08,0.0011,34168259
ACOT13,HTM,Down,20999,Pancreatic Cancer,Ductal Adenocarcinoma,MIA-PaCa-44,NA,SFA followed by Proteomics,0.08,0.0011,34168259
ACOT2,HTM,Down,18431,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0021,29316740
ACOT2,HTM,Up,18431,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0021,25881239
ACOT7,HTM,Down,24157,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0021,25881239
ACOT7,HTM,Up,24157,Pancreatic Cancer,Carcinoma,MIA-PaCa-2,NA,SFA followed by Proteomics,0.08,0.0021,34168259
ACOT9,HTM,Down,17152,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ACOXL,HTM,Down,25621,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0011,31709178
ACP1,HTM,Up,122,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ACP3,HTM,Down,125,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0011,31709178
ACP6,HTM,Down,29609,Non Small Cell Lung Cancer,Carcinoma,A549,NA,SFA followed by Transcriptomics,0.04,0.0032,34059086
ACP6,HTM,Up,29609,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0032,25881239
ACP6,HTM,Down,29609,Skin Cancer,NA,Primary,NA,SP assay and CFA followed by Transcriptomics,0.12,0.0032,24098529
ACP7,HTM,Down,33781,Triple Negative Breast Cancer,Carcinoma,SUM149PT,NA,FACs for CSC marker followed by Transcriptomics,0.04,0.0011,31709178
ACSBG1,HTM,Down,29567,Non Small Cell Lung Cancer,Squamous Cell Carcinoma,H2170,NA,SFA followed by Transcriptomics,0.04,0.0011,25881239
ACSF2,HTM,Down,26101,Luminal A Breast Cancer,Adenocarcinoma,MCF7,NA,SFA followed by Transcriptomics,0.04,0.0021,31501409
ACSF2,HTM,Down,26101,Skin Cancer,NA,Primary,NA,SP assay and CFA followed by Transcriptomics,0.12,0.0021,24098529
