"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Flow"
"HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",128,0.459304488578381,1.52522339027303,0.00838181813117318,0.0357636745585538,0.0240934228604994,923,"tags=15%, list=8%, signal=14%","SERPINA1/CLU/CA2/ANXA5/CTSH/TIMP1/LAMP2/LTA4H/CTSS/LGALS3/CTSB/CP/ATOX1/CTSC/ANG/LAP3/PFN1/PRCP/CSRP1","P1: C0->G1"
"HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA",132,-0.432619985112821,-1.47265139416576,0.00858328189405291,0.0357636745585538,0.0240934228604994,1703,"tags=29%, list=14%, signal=25%","VHL/MXI1/DDIT3/CDKN1C/AKAP12/PLAUR/NR3C1/FOXO3/MIF/ANGPTL4/MYH9/KDM3A/RBPJ/IDS/HK2/EFNA3/PIM1/ANKZF1/FAM162A/ALDOA/F3/VEGFA/CAV1/ISG20/PFKL/IGFBP1/PGK1/ZNF292/WSB1/LDHA/ENO2/PLAC8/SULT2B1/CDKN1A/SLC2A1/PCK1/NDRG1/S100A4","P1: C0->G1"
"HALLMARK_PEROXISOME","HALLMARK_PEROXISOME","HALLMARK_PEROXISOME",90,0.501373029823175,1.6009366535303,0.0106010706654684,0.04077334871334,0.0274683612384606,1345,"tags=26%, list=11%, signal=23%","SERPINA6/PABPC1/ECH1/ECI2/CAT/HSD17B11/IDH1/SLC25A4/PRDX5/FIS1/ERCC1/GSTK1/CNBP/SCP2/SOD2/ALDH9A1/SMARCC1/ACSL1/SOD1/HSD17B4/ITGB1BP1/SLC35B2/DHCR24","P1: C0->G1"
"HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",179,0.399513486048846,1.37870608120986,0.0149623810318569,0.0534370751137747,0.0359997137608587,2308,"tags=38%, list=19%, signal=31%","GLRX/TMEM97/CCNG1/PGM1/PSMB5/XBP1/MTHFD2/CXCR4/CD9/PSMC4/IDH1/PPA1/UBE2D3/SSR1/HSPD1/LTA4H/CALR/SLC9A3R1/RAB1A/ACSL3/USO1/SEC11A/ATP2A2/QDPR/PSMD12/CTSC/SERPINH1/AK4/FKBP2/COPS5/ETF1/ACTR3/TPI1/ELOVL6/LGMN/EBP/DHCR7/DHCR24/HPRT1/PSMA3/CANX/SHMT2/NFIL3/TES/RPN1/CCT6A/PSMD13/FDXR/IMMT/PSMC2/SERP1/GMPS/NUFIP1/GLA/HSP90B1/TM7SF2/ADIPOR2/PHGDH/HSPA9/PNO1/NFYC/RDH11/TCEA1/SLC6A6/TXNRD1/STIP1/SORD/HSPA4","P1: C0->G1"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION",92,0.486145171622901,1.56100148740771,0.0177887887143775,0.0592959623812584,0.0399467536042162,2096,"tags=45%, list=17%, signal=37%","ERGIC3/CD63/TMED2/TMED10/LAMP2/TPD52/LMAN1/ATP1A1/RAB2A/TMX1/AP2M1/PPT1/COPE/USO1/CLTA/CLCN3/CTSC/SNX2/KIF1B/ICA1/NAPA/SOD1/SEC31A/TOM1L1/RAB14/AP2S1/SEC24D/COPB1/CLN5/ARFGAP3/ABCA1/ARCN1/KRT18/TSPAN8/YIPF6/COPB2/GBF1/SCAMP1/GLA/PAM/SNAP23","P1: C0->G1"
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION",88,0.483448310487647,1.54939704889756,0.025135238369971,0.0777257470270101,0.0523626085234594,1193,"tags=17%, list=10%, signal=15%","CD74/HLA-DRA/HLA-DMA/TIMP1/EIF3D/NPM1/TPD52/CTSS/EIF3A/HIF1A/DEGS1/CD47/PSMB10/MTIF2/GCNT1","P1: C0->G1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",125,-0.420500339577504,-1.42610235147158,0.0264267539891834,0.0777257470270101,0.0523626085234594,1506,"tags=22%, list=12%, signal=20%","COL6A2/FSTL1/PLAUR/MXRA5/QSOX1/SERPINE2/PMEPA1/LGALS1/PDLIM4/LRP1/ITGB1/ITGA2/FLNA/IGFBP4/CAPG/VEGFA/LAMA3/COL1A1/DST/EMP3/SLC6A8/SDC1/CD59/LAMC2/ENO2/MMP1/IL32/ECM1","P1: C0->G1"
"HALLMARK_COAGULATION","HALLMARK_COAGULATION","HALLMARK_COAGULATION",82,0.468082352237546,1.47173496960049,0.0485686436702136,0.134912899083927,0.0908886899091716,418,"tags=12%, list=3%, signal=12%","SERPINA1/CLU/CTSH/TIMP1/LAMP2/ARF4/CD9/LTA4H/DUSP14/CTSB","P1: C0->G1"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS",62,0.446253960901505,1.36336078119259,0.0546558704453441,0.143831238014064,0.096896834030527,1541,"tags=29%, list=13%, signal=25%","CLU/ANXA5/TMEM97/ECH1/TNFRSF12A/CD9/LGALS3/PMVK/STX5/GUSB/CTNNB1/GPX8/FDFT1/LGMN/EBP/DHCR7/ALCAM/NFIL3","P1: C0->G1"
"HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PANCREAS_BETA_CELLS",19,0.627909902460214,1.51525125073382,0.0584415584415584,0.146103896103896,0.0984278879015721,1595,"tags=42%, list=13%, signal=37%","SRPRB/CHGA/SEC11A/SRP14/SCGN/SRP9/DPP4/SPCS1","P1: C0->G1"
"HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS",63,0.442792284121336,1.3536533056523,0.0647773279352227,0.154231733179102,0.103903483404868,769,"tags=13%, list=6%, signal=12%","SCG5/SLC12A2/GSTM3/PEBP1/ARL4A/SIRT1/TALDO1/HSPA2","P1: C0->G1"
"HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANDROGEN_RESPONSE",87,0.400005272639619,1.27359040738603,0.107287449392713,0.243835112256165,0.16426786509889,1694,"tags=28%, list=14%, signal=24%","SPDEF/SGK1/AZGP1/TPD52/LMAN1/DNAJB9/RAB4A/ACSL3/ARID5B/UBE2J1/XRCC6/XRCC5/UAP1/CCND1/KRT19/NCOA4/SLC26A2/DHCR24/SEC24D/ACTN1/SPCS3/HOMER2/APPBP2/ZBTB10","P1: C0->G1"
"HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",161,0.361152161926867,1.23207540888453,0.112474437627812,0.244509647016982,0.164722288516704,1358,"tags=20%, list=11%, signal=18%","SERPINA1/AGR2/CA2/TSPAN13/EGR3/TFF3/XBP1/SGK1/CD44/DCXR/ETFB/CD9/IMPA2/PDCD4/SLC9A3R1/ARL3/TMPRSS3/PRSS23/MEST/AREG/TOB1/CCND1/DNAJC12/KRT19/TPD52L1/TST/COX6C/LSR/UGDH/SLC26A2/FDFT1/DHCR7/HPRT1","P1: C0->G1"
"HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP",127,0.365858013346516,1.21743225017654,0.132382892057026,0.265848670756646,0.179098051878162,461,"tags=9%, list=4%, signal=9%","PIGR/CA2/SCG5/TSPAN13/GLRX/TMEM176B/KCNN4/GALNT3/TMEM176A/CXCR4/CTSS/SPRY2","P1: C0->G1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING",51,0.429387471043765,1.2723709664369,0.132924335378323,0.265848670756646,0.179098051878162,985,"tags=12%, list=8%, signal=11%","CXCL3/TNFRSF12A/CD44/CD9/HAX1/TNFRSF21","P1: C0->G1"
"HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM",70,0.386018196497591,1.19320500641882,0.163967611336032,0.312273057371097,0.210373428123686,2622,"tags=40%, list=22%, signal=32%","SERPINA6/CAT/HSD17B11/IDH1/PRDX5/GSTK1/SCP2/ALDH9A1/ACSL1/SOD1/HSD17B4/SLC35B2/DHCR24/SLC27A5/PFKM/ABCA1/FDXR/PNPLA8/GCLM/EPHX2/PEX11G/HSD3B7/PEX19/ALDH1A1/ISOC1/PEX7/HACL1/PEX11A","P1: C0->G1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",163,-0.327232128821417,-1.14653204665502,0.168627450980392,0.312273057371097,0.210373428123686,1382,"tags=18%, list=11%, signal=16%","NADSYN1/TFF1/SH3BP5/LAD1/BAG1/SVIL/KRT8/NCOR2/RHOD/SCNN1A/CELSR2/ITPK1/DYNLT3/IGFBP4/FAM102A/HES1/MLPH/MYOF/FASN/PODXL/RAPGEFL1/SEMA3B/KLK10/SULT2B1/FLNB/SFN/SLC2A1/CLIC3/ELF3","P1: C0->G1"
"HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS",109,-0.341601011257662,-1.14050829903001,0.195402298850575,0.348932676518883,0.235070434707458,1309,"tags=22%, list=11%, signal=20%","AGRN/AKT2/SMTN/BAG1/SVIL/MYH9/TNNC2/PTGIS/MYO1C/LPIN1/SH2B1/FDPS/ITGB1/HBEGF/TSC2/ERBB3/GSN/COL1A1/PDLIM7/SLC6A8/TNNT1/CDKN1A/PLXNB2/ITGB4","P1: C0->G1"
"HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP",117,0.348921607240228,1.14575628122189,0.203319502074689,0.350550865646015,0.236160583172052,1663,"tags=20%, list=14%, signal=17%","CXCL2/CA2/SLC25A4/PPT1/EPCAM/EPHX1/BSG/AMD1/GGH/HSPA2/TMBIM6/SOD2/GCH1/GRPEL1/TST/AQP3/UROD/AP2S1/EIF2S3/MSX1/ARRB2/RPN1/CASP3","P1: C0->G1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE",147,0.333857547962053,1.12574707265374,0.224742268041237,0.36203412662775,0.2438966747808,1163,"tags=15%, list=10%, signal=14%","CD74/HLA-DRB1/HLA-DMA/BST2/LGALS3BP/LY6E/MTHFD2/TNFSF10/UBE2L6/ARL4A/ARID5B/NFKB1/PSME1/LAP3/HIF1A/SOD2/LATS2/GCH1/IFITM2/METTL7B/PSMB10/VAMP5","P1: C0->G1"
"HALLMARK_APICAL_SURFACE","HALLMARK_APICAL_SURFACE","HALLMARK_APICAL_SURFACE",25,0.469650317924516,1.20352921608994,0.231759656652361,0.36203412662775,0.2438966747808,519,"tags=12%, list=4%, signal=12%","GHRL/GSTM3/APP","P1: C0->G1"
"HALLMARK_MYC_TARGETS_V2","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYC_TARGETS_V2",55,0.374145513301294,1.12601522469023,0.23265306122449,0.36203412662775,0.2438966747808,2293,"tags=33%, list=19%, signal=27%","TMEM97/NPM1/HSPD1/CDK4/DCTPP1/WDR43/GNL3/NDUFAF4/PPRC1/IMP4/TFB2M/NOLC1/PRMT3/LAS1L/NIP7/NOP56/SLC29A2/SORD","P1: C0->G1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB",123,0.336904345748055,1.11369519811408,0.240246406570842,0.36203412662775,0.2438966747808,992,"tags=15%, list=8%, signal=14%","CXCL3/CXCL2/EGR3/NR4A2/TGIF1/TUBB2A/SGK1/CD44/PLK2/NR4A3/GADD45B/EDN1/NFKB1/AREG/DUSP4/SOD2/GCH1/IRS2/CCND1","P1: C0->G1"
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS",113,-0.327596527924338,-1.09836284157602,0.24618320610687,0.36203412662775,0.2438966747808,527,"tags=13%, list=4%, signal=13%","ERBB3/CAV1/PSEN1/ISG20/ERBB2/BCL10/GSN/RHOT2/SLC20A1/ENO2/CDKN1A/EMP1/TXNIP/ANXA1/IGFBP6","P1: C0->G1"
"HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS",166,0.315576634688985,1.08149930883834,0.27789046653144,0.3969863807592,0.267443456511461,1187,"tags=19%, list=10%, signal=17%","KDELR3/TFF3/GLRX/MDH2/CYB5A/CD44/CXCR4/PSMC4/IDH1/MDH1/GPC3/AKR1A1/FUT8/TALDO1/HAX1/HDLBP/DLD/GFPT1/BIK/GALK1/ANG/GUSB/AK4/ALDH9A1/STMN1/GMPPA/IRS2/SDHC/SOD1/PKP2/TPI1","P1: C0->G1"
"HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS",21,-0.47062265176952,-1.15969570730144,0.288073394495413,0.400101936799184,0.269542357422609,1502,"tags=24%, list=12%, signal=21%","FSTL1/PDGFA/PTK2/VEGFA/S100A4","P1: C0->G1"
"HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN",111,-0.319722005794713,-1.07141471127183,0.301526717557252,0.40746853723953,0.274505119824525,1948,"tags=21%, list=16%, signal=18%","NEK7/MGLL/CDC42BPA/MTA1/PIAS3/NIPBL/NR3C1/MET/ZMIZ1/RASA2/ATP2B4/DLG1/SMAD3/RUNX1/ARHGEF9/PDLIM5/F3/CAV1/ERBB2/COL1A1/RND3/TFPI/ID1","P1: C0->G1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",88,0.319495210271166,1.0239459424974,0.374245472837022,0.484536082474227,0.326424308193163,1015,"tags=11%, list=8%, signal=10%","CD74/BST2/LGALS3BP/LY6E/UBE2L6/PSME1/HLA-C/LAP3/CD47/IFITM2","P1: C0->G1"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",131,-0.298413475518629,-1.01683471117842,0.385356454720617,0.484536082474227,0.326424308193163,1459,"tags=18%, list=12%, signal=16%","IL4R/MYO1E/CDC6/GPX4/POU2F1/AHR/COL6A1/MYO1C/ST3GAL4/LIF/HK2/PIM1/SNX9/CAPG/SMPDL3A/CDCP1/MXD1/IL1R2/EMP1/AHNAK/PLEC/NDRG1/ECM1","P1: C0->G1"
"HALLMARK_HEME_METABOLISM","HALLMARK_HEME_METABOLISM","HALLMARK_HEME_METABOLISM",150,0.301159190900019,1.01599592287693,0.387628865979381,0.484536082474227,0.326424308193163,2465,"tags=32%, list=20%, signal=26%","CA2/SNCA/PRDX2/SDCBP/LAMP2/CAT/CTSB/HTATIP2/MGST3/TMEM9B/BSG/MFHAS1/CLCN3/UROS/NCOA4/KLF3/SLC25A38/ALDH6A1/AQP3/UROD/DCUN1D1/ACP5/DCAF10/GMPS/HTRA2/YPEL5/ERMAP/CDC27/PSMD9/SLC30A1/BLVRB/CIR1/CCND3/CDR2/GCLM/FBXO9/ELL2/CCDC28A/SELENBP1/PGLS/TCEA1/UBAC1/ENDOD1/GCLC/ASNS/GDE1/UCP2/HMBS","P1: C0->G1"
"HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE",108,0.307355286988573,1.00472337243123,0.420833333333333,0.513211382113821,0.345742404792469,1092,"tags=15%, list=9%, signal=14%","BST2/LY6E/TIMP1/TNFSF10/GPC3/SLC4A4/EDN1/SLC7A1/SGMS2/NFKB1/ATP2A2/PTGER2/HIF1A/KIF1B/GCH1/ADM","P1: C0->G1"
"HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS",193,-0.280326475651481,-0.998448192978371,0.4453125,0.530133928571429,0.357142857142857,3548,"tags=39%, list=29%, signal=28%","XPO1/CENPE/PDS5B/LIG1/NCAPD2/SMC1A/RFC2/CDC20/PSIP1/PRIM2/POLE/NUP153/MXD3/CENPM/RBBP7/MCM2/POLD1/RFC3/PHF5A/MMS22L/RAD51AP1/MCM4/RNASEH2A/BRCA1/RFC1/BRCA2/BARD1/MLH1/ORC2/RAN/MCM3/NUP205/GINS4/DDX39A/BIRC5/PA2G4/ASF1B/UBE2S/DEK/LMNB1/EZH2/CDCA8/PLK1/EED/DUT/PCNA/POP7/PTTG1/MCM5/CKS1B/STAG1/LBR/NAP1L1/ATAD2/TK1/TOP2A/NAA38/ORC6/MKI67/HMGB2/ANP32E/PRKDC/ILF3/SMC4/RAD21/HMGA1/DNMT1/SRSF1/PNN/WDR90/HELLS/SRSF2/NUP107/CDKN1A/LUC7L3","P1: C0->G1"
"HALLMARK_NOTCH_SIGNALING","HALLMARK_NOTCH_SIGNALING","HALLMARK_NOTCH_SIGNALING",26,-0.380781454101412,-0.980999817296469,0.48780487804878,0.566037735849057,0.381330685203575,1351,"tags=23%, list=11%, signal=21%","NOTCH3/MAML2/LFNG/KAT2A/HES1/PPARD","P1: C0->G1"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING",32,-0.364043644566558,-0.979489669773997,0.49811320754717,0.566037735849057,0.381330685203575,1316,"tags=25%, list=11%, signal=22%","AXIN1/NUMB/RBPJ/NCOR2/KAT2A/CSNK1E/ADAM17/PPARD","P1: C0->G1"
"HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_DN",70,0.306574050744782,0.947638467579476,0.522267206477733,0.58029689608637,0.390936856310818,401,"tags=6%, list=3%, signal=6%","KRT15/NR4A2/SGK1/EDN1","P1: C0->G1"
