baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TNFRSF25	140.846147798434	-0.288214321539121	0.213213228092249	-1.35176566725223	0.176450290465553	0.527612825072163
PLEKHG5	403.591509299732	-0.182977593878536	0.14463573822177	-1.26509254301988	0.205838155700604	0.562733789194163
NOL9	848.452713118632	-0.24562673919392	0.107964308842523	-2.27507351111924	0.0229015203855792	0.164678895661489
TAS1R1	4.31151457690068	0.376688720936459	0.9968163221741	0.377891806702045	0.705510969243673	NA
ZBTB48	629.316840830302	0.0990335370441502	0.114742599124826	0.863093025602582	0.388086322254018	0.74140484326682
KLHL21	1543.89649636143	0.0375119338515468	0.147120101049717	0.254974905426895	0.798742481350596	0.942233029392718
PHF13	1315.04803280941	0.0705963446166362	0.109411762864017	0.645235418648518	0.518774636744205	0.83056703455652
THAP3	444.439407576701	-0.0962866642440062	0.144790685918914	-0.665005926540943	0.506046702434946	0.823430372491225
DNAJC11	1704.30099902976	-0.0218042707655559	0.124168902460045	-0.175601703273266	0.860606864129103	0.96244035340245
CAMTA1	564.640995218242	-0.110130113884946	0.131349818281631	-0.838448924602332	0.401778621740915	0.750532258604862
VAMP3	2545.67208726186	0.0128952301203912	0.0923738825987656	0.139598225792921	0.888977442507506	0.969295475820363
PER3	323.886574922887	-0.297843412092033	0.140396981074414	-2.12143743984188	0.0338850073702201	0.210184478623905
UTS2	2.98215260066901	-1.02178478163266	1.15066211901498	-0.887997236328034	0.374542237921138	NA
TNFRSF9	17.8321895271896	-1.46060706461822	0.487518943612576	-2.99600063495982	0.00273545864136803	NA
PARK7	5071.22161998386	-0.0662429986023254	0.0885832118541249	-0.74780533710396	0.454577582417915	0.788379165723752
ERRFI1	8869.77362672018	-0.183634302388187	0.126171563024721	-1.45543336379377	0.145549325481712	0.480857655285442
SLC45A1	352.270980850185	-0.67322925565208	0.167766742844245	-4.01288863477016	5.99802149248176e-05	0.00174848983822734
RERE	4172.79583864339	-0.0169720733222722	0.094235059483814	-0.180103598546435	0.8570712375745	0.961666619775126
ENO1	68151.4516696366	-0.115194909649264	0.0977729532820409	-1.17818789125626	0.238721708816735	0.605853853160381
CA6	2.68264055365818	-0.738709436575943	1.37119372130322	-0.538734553038831	0.590070028225691	NA
SLC2A7	4.02769896326414	-0.528031695932693	0.964825748873851	-0.547281927901504	0.584185057722803	NA
SLC2A5	8.00452937121319	-0.912700509701894	0.710729862807528	-1.28417357629598	0.199081228539005	NA
GPR157	1159.3313323648	-0.407678113018042	0.123099025490129	-3.31178993005703	0.000927011271822647	0.015323553469483
H6PD	1020.66315220545	0.108226150352417	0.118195416781	0.915654373916592	0.359848202759496	0.721368389940694
SPSB1	951.837595977575	-0.132297462133228	0.128540332952889	-1.02922918506611	0.303371990967867	0.673494832755143
SLC25A33	578.42950485969	-0.0283155574840229	0.123619237702658	-0.22905461973589	0.818826463991891	0.948949971247442
TMEM201	904.421308892217	0.0676038936654497	0.146763579031642	0.460631269089414	0.645063173618264	0.882482784436777
PIK3CD	563.952758980456	0.0414110223865259	0.167384487643318	0.247400598284647	0.804598211211358	0.944236115487341
C1orf200	2.01460113222824	-0.519690362218001	1.36495108037331	-0.380739185228433	0.70339678932691	NA
CLSTN1	6296.7247633029	0.212480490871146	0.0862002890373194	2.46496262650761	0.0137027543387013	0.114671972192192
CTNNBIP1	510.312265177256	0.224607345015941	0.134746404073892	1.66688934342746	0.0955364102718468	0.384184432652319
LZIC	692.897177758293	0.0422571078013282	0.119640206168037	0.353201562875755	0.723937336294296	0.913928045690563
NMNAT1	268.915105745661	0.033657479227578	0.154196758816479	0.218276178344555	0.827213933905199	0.951136938574088
RBP7	99.5959333940834	-0.119306424756829	0.225733666255463	-0.528527386879945	0.597133343837038	0.86272761110979
UBE4B	1970.97987787542	0.265162618490605	0.111718301575165	2.37349310499679	0.0176207220361397	0.13693381654369
KIF1B	1697.75035423502	0.247815558986396	0.102790338956861	2.41088376107409	0.0159139194311709	0.127245024015309
PGD	3265.31413569275	-0.207337833827641	0.102932434834853	-2.0143100098652	0.0439769956865657	0.247482136595557
APITD1	191.945247327474	0.26148835764166	0.159602798982533	1.63836949795773	0.101344638028912	0.394119660335892
CORT	4.82420281033289	0.479909960327021	0.908004868757984	0.528532364571422	0.597129889940734	NA
DFFA	2280.55411967276	0.213401903511801	0.0970268068289411	2.19941179645363	0.0278486546008415	0.185164941464156
PEX14	692.377771996266	0.113874676082693	0.12729251892481	0.89459048374993	0.37100604073021	0.728957851176378
CASZ1	538.005490582888	0.0161311130620884	0.144921448123197	0.111309356006265	0.911371036491684	0.975729712087875
C1orf127	6.35241904661313	0.254415587037799	0.790618337140494	0.321793177676562	0.747609383056058	NA
TARDBP	3675.60889177991	-1.35819807556325	0.110533830087893	-12.2876233862814	1.05564097142929e-34	2.04952694602997e-31
MASP2	27.0361748855844	-1.00837505363866	0.431856256104597	-2.33497845494781	0.0195445462823966	NA
SRM	3364.02158001491	0.11092231323362	0.152034319478183	0.729587330112907	0.465642469050528	0.796047713820017
EXOSC10	1810.54686850626	-0.222952334223976	0.132956157426874	-1.67688611448176	0.0935647539151797	0.379900947493178
MTOR	3916.2171745909	0.0963919961381811	0.0985772499717439	0.977832067396999	0.328157388091953	0.695543197576993
ANGPTL7	5.81899737388634	0.542956176204464	0.79713274731255	0.681136458180879	0.495785149836616	NA
UBIAD1	696.840926720007	-0.184441432594534	0.134286252100092	-1.37349452911277	0.169598660839015	0.517593607574977
PTCHD2	19.2871871634996	-0.746318861799995	0.468428587941519	-1.59323935603429	0.111106505402386	NA
FBXO2	1288.96757994064	0.166242805481319	0.128908980078729	1.28961384520915	0.19718476617444	0.553495262931579
FBXO44	931.259753340949	-0.03959183945145	0.162196163358545	-0.244098495498501	0.807154537729302	0.945549397627578
FBXO6	313.911062774555	-0.142689230719842	0.156188130503275	-0.913572819266506	0.360941354080043	0.722761908861553
MAD2L2	1122.64361821935	-0.00402134974398373	0.104956645194341	-0.0383143891131208	0.969437018357126	0.993001850538596
DRAXIN	19.7006502859669	-0.750685916147851	0.47434180560338	-1.58258434588735	0.113516233790339	NA
AGTRAP	985.154152305815	0.0498089403800256	0.108750052240021	0.458013024858995	0.646943083718547	0.883187622434941
C1orf167	6.86867040697834	-0.535643032600864	0.757994295395282	-0.706658395524645	0.479778790117778	NA
MTHFR	742.704030007064	0.300201598944535	0.122248665562565	2.45566360633112	0.0140624725053519	0.116542188371498
CLCN6	632.251536323621	0.249313539735653	0.117626641672543	2.11953292375472	0.0340454543759166	0.210267316315833
NPPA	3.98359441458185	0.939018285992888	1.0035778499696	0.935670596975945	0.349442813845223	NA
NPPB	1.64457773838984	0.516917813664435	1.55224405157368	0.333013235348127	0.739124292470767	NA
KIAA2013	2798.19336745257	0.231678268578191	0.0944036987706295	2.45412278962813	0.0141228747773013	0.116761794379548
PLOD1	4600.09172271233	0.154954626760234	0.104082900657578	1.48876161003639	0.136550154818815	0.464158959289282
MFN2	5242.64469571214	0.149792972156645	0.0991507333709742	1.51076010296558	0.130849583100689	0.45255008588352
MIIP	899.063049058957	-0.0378025966251408	0.105660562860857	-0.357773947077328	0.720512488982066	0.913432950887501
TNFRSF8	12.0387515467903	-0.706847859133451	0.604903705516919	-1.16852955716219	0.242593223971417	NA
TNFRSF1B	840.457465952574	-0.782494679338457	0.120644449922885	-6.48595670864781	8.81704825441757e-11	1.28387243894638e-08
VPS13D	1703.74501389088	0.186735719737747	0.107919263075522	1.730327973117	0.0835716944510378	0.358325231089898
DHRS3	711.809970887285	0.0113699355167153	0.490698643136769	0.0231709128927554	0.981513940525084	0.99552746507478
AADACL4	2.35300415873553	-1.36877272071251	1.32624854244921	-1.0320635061244	0.302042368362998	NA
AADACL3	3.95829160430026	0.209584395565044	0.959862866539331	0.21834826918628	0.827157768244644	NA
C1orf158	4.33987651666106	-1.76290895985189	0.999619273861743	-1.76358040100748	0.0778026498329339	NA
PRAMEF12	3.33378337683707	-0.348031214749286	1.05900450385251	-0.328639976018228	0.742427828402691	NA
PRAMEF1	4.50208919234379	-1.53600061137147	0.971599110797088	-1.58089956475089	0.113901003871222	NA
PRAMEF11	2.51719600739896	0.162292593477791	1.21815706126754	0.133227970873411	0.894013090466372	NA
HNRNPCL1	2.00172269068071	-1.02887606807236	1.37613032481252	-0.74765888776743	0.454665935098063	NA
PRAMEF2	2.51155778947971	-0.624782964473366	1.20490268951028	-0.518533961217483	0.604085771387224	NA
PRAMEF4	2.19012194944923	-1.21162309159427	1.41316947144562	-0.857379893973238	0.391234967344147	NA
PRAMEF10	1.67672398272472	-0.611584782888469	1.63216324886121	-0.374708095722155	0.707877570719081	NA
PRAMEF7	2.63065567369907	-0.365191439928811	1.28776782900501	-0.283584844801546	0.776728552603427	NA
PRAMEF6	1.66283398498339	-0.0513784358614195	1.54489744375694	-0.0332568586148189	0.973469756551207	NA
PRAMEF22	1.17949710519834	-1.38834192360099	1.83777055657378	-0.755448996957122	0.449979623847308	NA
PRAMEF26	0.512524001322006	-0.955987592529411	2.73703015181523	-0.349279160076256	0.726879742296306	NA
PRAMEF3	0.317728097665646	1.78072685639171	3.84555491941734	0.46306109097553	0.643320578475271	NA
PRAMEF5	1.19196895164418	-0.475586960817256	1.87967146186924	-0.253016003309593	0.800255846617184	NA
PRAMEF9	0.33624728276108	-1.89506215654991	3.76218120451456	-0.503713684571033	0.614462590554456	NA
PRAMEF13	0.326987690213363	-0.038799471717303	3.46874879799361	-0.0111854371638976	0.991075498478171	NA
PRAMEF15	0.51009803730088	-0.98110828817707	2.96984673158877	-0.330356539191573	0.741130576476818	NA
PRAMEF14	0.498586523993909	0.842050791405313	2.75965941803135	0.305128519085882	0.760268271171677	NA
PRAMEF19	0.4957710559208	0.856641304399888	2.76432979338484	0.309891137609509	0.756643742452507	NA
PRAMEF17	0.519357629848597	-2.5145732153644	2.8748198691238	-0.874688964818795	0.38174316608528	NA
PRAMEF20	0.644715787879008	1.40665722679372	2.73327567639792	0.514641548578626	0.606803525679096	NA
LRRC38	1.86323043624891	-0.839674815298125	1.48110031246885	-0.566926364290929	0.570764211229517	NA
PDPN	4.48207398970403	-0.365301931194244	0.914937167595756	-0.399264500483867	0.689698321446011	NA
PRDM2	920.189347066617	-0.209010811159408	0.115690984967381	-1.80663006040046	0.0708199792561658	0.327397186085824
KAZN	211.044986012271	-0.257660200436901	0.168631276394999	-1.52795024710221	0.126524891258339	0.445149036021863
TMEM51	727.056948322249	-0.186764227502253	0.164002447445577	-1.13878927059445	0.25479105799649	0.624854954652867
C1orf195	1.98690022083392	0.459864487782921	1.45061887585002	0.317012618158201	0.751234027794683	NA
FHAD1	33.1300361387791	-0.549619323535793	0.377867187683231	-1.45453043146086	0.145799302787981	NA
EFHD2	3469.24641700715	0.20498133692411	0.120730050244523	1.6978485183179	0.0895363559216873	0.371077791723158
CTRC	6.40092145052421	-0.499686655296138	0.808919728507455	-0.617720940269455	0.536759306042655	NA
CELA2A	2.88170046709518	-1.7567069212664	1.2428438168085	-1.4134575056884	0.157521247498762	NA
CELA2B	4.19220375564487	-1.12376805779872	0.961735467204991	-1.16847937517021	0.242613453908488	NA
CASP9	251.404591332314	-0.0354368787647633	0.149693139215097	-0.236730146422031	0.812866146146411	0.947798794438035
DNAJC16	760.126043526363	0.154678140590529	0.124915027687922	1.23826687191684	0.215617123134704	0.575555423326345
AGMAT	60.880293307854	-0.059328507537675	0.281941514967942	-0.210428420037471	0.833333313206824	0.953405437035097
DDI2	1079.57284314065	0.25053322477363	0.129637577205189	1.93256639143363	0.0532896359792134	0.276159999482998
PLEKHM2	1554.25712401405	0.414038867819037	0.124096000466424	3.33644006465027	0.000848587237058925	0.0142232988841718
SLC25A34	15.9551696830246	-0.0369386078353612	0.478154953040777	-0.0772523793813155	0.938422773386484	NA
TMEM82	1.8186123435932	-0.823453940809319	1.4227557762461	-0.578773922100655	0.562741729399472	NA
FBLIM1	29.3264588384062	-0.796864769102574	0.405069237148581	-1.9672310213236	0.0491565832116817	NA
SPEN	3997.43623616209	-0.0638486147406042	0.114489069297641	-0.557683062080054	0.577060825815891	0.855686983356785
ZBTB17	683.662121301117	0.161453481146913	0.125697428468866	1.28446129020773	0.198980599624253	0.555590844923998
C1orf64	2.85009466331013	-0.210452917302704	1.15284573950018	-0.182550804580279	0.855150487817072	NA
HSPB7	8.07702615825334	0.255035946811926	0.746881994043756	0.341467526122988	0.732751647749857	NA
CLCNKA	13.0848190246299	-0.169846391003603	0.626655226080201	-0.271036423115804	0.786363018750753	NA
CLCNKB	4.66856335217851	-0.467743949700182	0.894673225920668	-0.522809821674106	0.601106604059179	NA
FAM131C	108.578855800355	-0.427103909760304	0.210380692503542	-2.0301478461628	0.0423415133027404	0.242376554527579
EPHA2	7982.84701833249	0.00938214530919245	0.122149574496313	0.0768086614126981	0.938775760285668	0.98449118845085
ARHGEF19	355.222905401441	-0.364198358018776	0.137880898708869	-2.64139820257313	0.008256461480747	0.0829849178509248
C1orf134	48.5230339461047	0.150376479706741	0.285416176633107	0.526867402824349	0.598285671891815	0.863225714445984
RSG1	211.119670479696	0.138052636811022	0.166919889334074	0.827059239985019	0.408203485317834	0.755387196261708
FBXO42	856.38962975857	0.261378424302421	0.111157350655937	2.35142725838671	0.0187015458497541	0.142949020737392
SZRD1	2897.07276117701	0.302407141889201	0.0968602461997759	3.12209759683536	0.00179567399748854	0.0257926096137411
SPATA21	7.53071249684909	-0.767768939161673	0.730781459587672	-1.05061359875615	0.29343609283779	NA
NECAP2	1269.35961292318	0.0015034433810741	0.0998760568240171	0.0150530910899215	0.987989824604091	0.996599300781863
FAM231B	0.4957710559208	0.856641304399888	2.76432979338484	0.309891137609509	0.756643742452507	NA
NBPF1	2382.58403188262	-0.139238325111331	0.110642730770321	-1.25844982442065	0.208229122453234	0.566021285028083
FAM231A	0.816314621659554	1.83177376493179	2.33346419076722	0.785001874971786	0.432452469278211	NA
FAM231C	0.848771284083086	-1.94562217460164	2.31061093963704	-0.842037982780117	0.399766693108003	NA
CROCC	344.589798896492	0.0304958860065144	0.140367307998276	0.217257753542505	0.828007478533987	0.951328225181163
MFAP2	19.4561834643685	-0.463230635219041	0.459559418696878	-1.00798855680637	0.313459955797705	NA
ATP13A2	1487.91753188226	0.152673671296865	0.109135298683987	1.39893941866553	0.161831150621003	0.503486817138148
SDHB	2507.83549028743	0.344444557821144	0.107200612610351	3.21308385683503	0.00131317942789776	0.0201810384638272
PADI2	5907.37386173194	-0.294834723274521	0.147947037327088	-1.99283965803714	0.0462790075944387	0.255378569146195
PADI1	118.30721445034	-0.588022964806829	0.20150452004064	-2.91816265306721	0.00352100632465312	0.0431295506581327
PADI3	126.319347676037	-0.583317426381776	0.262574882783799	-2.22152789405251	0.0263152275737099	0.178132875003652
PADI4	10.3611450953005	-1.11463695814987	0.624920676573519	-1.78364550883722	0.0744812857665178	NA
AC004824.2	0.332888846634495	1.83727027094409	3.40090087477055	0.540230467925073	0.589038103343944	NA
RCC2	4073.52863098321	0.129533210565048	0.107977325077638	1.19963344592868	0.230281731132361	0.594468120609726
ARHGEF10L	159.27928105248	-0.353868288547626	0.213935227878622	-1.65409078278775	0.0981090685922826	0.387315084772335
ACTL8	3.18628465908276	0.397081152641278	1.1267194996666	0.35242236666604	0.724521530441809	NA
IGSF21	3.30056828556995	1.18171639793558	1.06444884070897	1.11016739625411	0.266926899408604	NA
KLHDC7A	2.82892676975544	-0.516886776698561	1.24424705099655	-0.415421339584105	0.677833487650534	NA
PAX7	8.19845955569708	0.24176530036081	0.724033035257188	0.333914736742545	0.738443899117454	NA
TAS1R2	1.34255335774652	-1.61305667001698	1.77723973228945	-0.907619068328518	0.364079516271777	NA
RP13-279N23.2	0.829486388371034	0.546862125153115	2.32449157867881	0.235260962082702	0.814006192573622	NA
ALDH4A1	309.071833542186	0.16119682535897	0.169124511582495	0.953125149339109	0.3405266650986	0.705655951932296
IFFO2	2387.41092413877	0.40839760919637	0.102338175345751	3.99066729318352	6.58876546855268e-05	0.00185841474438669
UBR4	9809.24537098204	-0.126364690680439	0.115096553034344	-1.09790160825001	0.272247455637843	0.645343355206758
EMC1	5090.03468472699	0.172108431999683	0.0995474441185744	1.72890859753947	0.08382545508274	0.358660071853141
MRTO4	2098.54328486251	-0.137382740975926	0.129974180399674	-1.05700024846066	0.290511474038831	0.662164789722061
AKR7A3	16.4195542274933	-0.476118906676964	0.491597186654749	-0.968514303177543	0.332787579188875	NA
AKR7A2	1097.72998677484	0.0547148336439161	0.118465794490553	0.461861872274694	0.644180377638072	0.882159642465323
PQLC2	502.444994275073	0.120001340975227	0.162791620770834	0.737146914607825	0.461033011848554	0.792726751456002
CAPZB	6125.12889077028	0.0513358483972007	0.104178424209535	0.49276852464142	0.622176153021018	0.872791109864997
MINOS1-NBL1	0.317728097665646	1.78072685639171	3.84555491941734	0.46306109097553	0.643320578475271	NA
MINOS1	80.5638872076263	0.181605497600288	0.229819666903348	0.790208688609159	0.429405902648828	0.770272460726239
NBL1	205.512478117335	-0.047724519457855	0.191790256543614	-0.248837038533301	0.8034868394247	0.944220699494571
HTR6	1.34145665165586	-1.66299435663998	1.95820763743971	-0.849243116431862	0.395746025981695	NA
TMCO4	146.230041436343	-0.466387684891586	0.200297803521041	-2.32847128971433	0.0198870920331616	0.148789168332883
RNF186	1.00630607498544	-1.02740320745284	1.91941134107936	-0.535269947334525	0.592463204372466	NA
OTUD3	677.118109987488	0.0180602049641542	0.109468441502633	0.164980927071294	0.868958994323705	0.963497365779254
